time_s,acc_x_g,disp_top_mm,disp_mid_mm
14.31,0.058577,0.666983,0.489121
14.32,0.052485,0.690601,0.506441
14.33,0.045356,0.711011,0.521408
14.34,0.037358,0.727823,0.533737
14.35,0.028676,0.740727,0.543200
14.36,0.019510,0.749507,0.549638
14.37,0.010067,0.754037,0.552960
14.38,0.000556,0.754287,0.553144
14.39,-0.008821,0.750318,0.550233
14.40,-0.017871,0.742276,0.544336
14.41,-0.026417,0.730388,0.535618
14.42,-0.034304,0.714951,0.524298
14.43,-0.041404,0.696320,0.510634
14.44,-0.047612,0.674894,0.494922
14.45,-0.052858,0.651108,0.477479
14.46,-0.057099,0.625414,0.458637
14.47,-0.060326,0.598267,0.438729
14.48,-0.062556,0.570117,0.418086
14.49,-0.063835,0.541392,0.397020
14.50,-0.064232,0.512487,0.375824
14.51,-0.063836,0.483761,0.354758
14.52,-0.062751,0.455523,0.334050
14.53,-0.061091,0.428032,0.313890
14.54,-0.058976,0.401493,0.294428
14.55,-0.056524,0.376057,0.275775
14.56,-0.053849,0.351825,0.258005
14.57,-0.051054,0.328850,0.241157
14.58,-0.048231,0.307146,0.225241
14.59,-0.045453,0.286692,0.210241
14.60,-0.042772,0.267445,0.196126
14.61,-0.040223,0.249345,0.182853
14.62,-0.037815,0.232328,0.170374
14.63,-0.035539,0.216336,0.158646
14.64,-0.033366,0.201321,0.147635
14.65,-0.031249,0.187259,0.137323
14.66,-0.029128,0.174151,0.127711
14.67,-0.026932,0.162031,0.118823
14.68,-0.024585,0.150968,0.110710
14.69,-0.022008,0.141064,0.103447
14.70,-0.019128,0.132456,0.097135
14.71,-0.015879,0.125311,0.091895
14.72,-0.012207,0.119817,0.087866
14.73,-0.008076,0.116183,0.085201
14.74,-0.003469,0.114622,0.084056
14.75,0.001608,0.115345,0.084587
14.76,0.007125,0.118552,0.086938
14.77,0.013028,0.124415,0.091237
14.78,0.019238,0.133072,0.097586
14.79,0.025653,0.144616,0.106052
14.80,0.032151,0.159084,0.116661
14.81,0.038592,0.176450,0.129397
14.82,0.044825,0.196622,0.144189
14.83,0.050687,0.219431,0.160916
14.84,0.056017,0.244638,0.179401
14.85,0.060652,0.271932,0.199416
14.86,0.064441,0.300930,0.220682
14.87,0.067246,0.331191,0.242873
14.88,0.068947,0.362217,0.265626
14.89,0.069450,0.393469,0.288544
14.90,0.068687,0.424379,0.311211
14.91,0.066623,0.454359,0.333197
14.92,0.063256,0.482824,0.354071
14.93,0.058619,0.509203,0.373415
14.94,0.052777,0.532952,0.390832
14.95,0.045831,0.553576,0.405956
14.96,0.037912,0.570636,0.418467
14.97,0.029179,0.583767,0.428096
14.98,0.019814,0.592683,0.434634
14.99,0.010016,0.597190,0.437940
15.00,0.000000,0.597190,0.437940
15.01,-0.010016,0.592683,0.434634
15.02,-0.019814,0.583767,0.428096
15.03,-0.029179,0.570636,0.418467
15.04,-0.037912,0.553576,0.405956
15.05,-0.045831,0.532952,0.390832
15.06,-0.052777,0.509203,0.373415
15.07,-0.058619,0.482824,0.354071
15.08,-0.063256,0.454359,0.333197
15.09,-0.066623,0.424379,0.311211
15.10,-0.068687,0.393469,0.288544
15.11,-0.069450,0.362217,0.265626
15.12,-0.068947,0.331191,0.242873
15.13,-0.067246,0.300930,0.220682
15.14,-0.064441,0.271932,0.199416
15.15,-0.060652,0.244638,0.179401
15.16,-0.056017,0.219431,0.160916
15.17,-0.050687,0.196622,0.144189
15.18,-0.044825,0.176450,0.129397
15.19,-0.038592,0.159084,0.116661
15.20,-0.032151,0.144616,0.106052
15.21,-0.025653,0.133072,0.097586
15.22,-0.019238,0.124415,0.091237
15.23,-0.013028,0.118552,0.086938
15.24,-0.007125,0.115345,0.084587
15.25,-0.001608,0.114622,0.084056
15.26,0.003469,0.116183,0.085201
15.27,0.008076,0.119817,0.087866
15.28,0.012207,0.125311,0.091895
15.29,0.015879,0.132456,0.097135
15.30,0.019128,0.141064,0.103447
15.31,0.022008,0.150968,0.110710
15.32,0.024585,0.162031,0.118823
15.33,0.026932,0.174151,0.127711
15.34,0.029128,0.187259,0.137323
15.35,0.031249,0.201321,0.147635
15.36,0.033366,0.216336,0.158646
15.37,0.035539,0.232328,0.170374
15.38,0.037815,0.249345,0.182853
15.39,0.040223,0.267445,0.196126
15.40,0.042772,0.286692,0.210241
15.41,0.045453,0.307146,0.225241
15.42,0.048231,0.328850,0.241157
15.43,0.051054,0.351825,0.258005
15.44,0.053849,0.376057,0.275775
15.45,0.056524,0.401493,0.294428
15.46,0.058976,0.428032,0.313890
15.47,0.061091,0.455523,0.334050
15.48,0.062751,0.483761,0.354758
15.49,0.063836,0.512487,0.375824
15.50,0.064232,0.541392,0.397020
15.51,0.063835,0.570117,0.418086
15.52,0.062556,0.598267,0.438729
15.53,0.060326,0.625414,0.458637
15.54,0.057099,0.651108,0.477479
15.55,0.052858,0.674894,0.494922
15.56,0.047612,0.696320,0.510634
15.57,0.041404,0.714951,0.524298
15.58,0.034304,0.730388,0.535618
15.59,0.026417,0.742276,0.544336
15.60,0.017871,0.750318,0.550233
15.61,0.008821,0.754287,0.553144
15.62,-0.000556,0.754037,0.552960
15.63,-0.010067,0.749507,0.549638
15.64,-0.019510,0.740727,0.543200
15.65,-0.028676,0.727823,0.533737
15.66,-0.037358,0.711011,0.521408
15.67,-0.045356,0.690601,0.506441
15.68,-0.052485,0.666983,0.489121
15.69,-0.058577,0.640623,0.469790
15.70,-0.063490,0.612053,0.448839
15.71,-0.067110,0.581853,0.426692
15.72,-0.069357,0.550642,0.403804
15.73,-0.070184,0.519060,0.380644
15.74,-0.069580,0.487749,0.357683
15.75,-0.067571,0.457342,0.335384
15.76,-0.064219,0.428444,0.314192
15.77,-0.059618,0.401616,0.294518
15.78,-0.053892,0.377364,0.276734
15.79,-0.047192,0.356128,0.261160
15.80,-0.039689,0.338268,0.248063
15.81,-0.031570,0.324061,0.237645
15.82,-0.023032,0.313697,0.230044
15.83,-0.014274,0.307274,0.225334
15.84,-0.005493,0.304802,0.223521
15.85,0.003121,0.306206,0.224551
15.86,0.011394,0.311334,0.228311
15.87,0.019171,0.319961,0.234638
15.88,0.026317,0.331803,0.243322
15.89,0.032726,0.346530,0.254122
15.90,0.038320,0.363774,0.266768
15.91,0.043047,0.383145,0.280973
15.92,0.046889,0.404245,0.296447
15.93,0.049852,0.426679,0.312898
15.94,0.051970,0.450065,0.330048
15.95,0.053299,0.474049,0.347636
15.96,0.053915,0.498311,0.365428
15.97,0.053910,0.522571,0.383219
15.98,0.053382,0.546593,0.400835
15.99,0.052439,0.570190,0.418140
16.00,0.051186,0.593224,0.435031
16.01,0.049722,0.615599,0.451439
16.02,0.048141,0.637263,0.467326
16.03,0.046520,0.658196,0.482677
16.04,0.044919,0.678410,0.497501
16.05,0.043382,0.697932,0.511817
16.06,0.041931,0.716801,0.525654
16.07,0.040566,0.735056,0.539041
16.08,0.039269,0.752727,0.552000
16.09,0.037999,0.769826,0.564539
16.10,0.036703,0.786343,0.576651
16.11,0.035311,0.802233,0.588304
16.12,0.033745,0.817418,0.599440
16.13,0.031922,0.831783,0.609974
16.14,0.029756,0.845173,0.619794
16.15,0.027169,0.857399,0.628759
16.16,0.024089,0.868239,0.636709
16.17,0.020459,0.877446,0.643461
16.18,0.016239,0.884754,0.648820
16.19,0.011411,0.889889,0.652585
16.20,0.005978,0.892579,0.654558
16.21,-0.000029,0.892566,0.654548
16.22,-0.006553,0.889617,0.652386
16.23,-0.013511,0.883537,0.647927
16.24,-0.020798,0.874178,0.641064
16.25,-0.028284,0.861450,0.631730
16.26,-0.035822,0.845330,0.619909
16.27,-0.043247,0.825869,0.605637
16.28,-0.050390,0.803193,0.589008
16.29,-0.057071,0.777511,0.570175
16.30,-0.063116,0.749109,0.549347
16.31,-0.068356,0.718349,0.526789
16.32,-0.072635,0.685663,0.502820
16.33,-0.075817,0.651545,0.477800
16.34,-0.077787,0.616541,0.452130
16.35,-0.078460,0.581234,0.426239
16.36,-0.077780,0.546234,0.400571
16.37,-0.075726,0.512157,0.375582
16.38,-0.072313,0.479616,0.351719
16.39,-0.067590,0.449201,0.329414
16.40,-0.061641,0.421463,0.309073
16.41,-0.054583,0.396900,0.291060
16.42,-0.046562,0.375948,0.275695
16.43,-0.037749,0.358961,0.263238
16.44,-0.028338,0.346209,0.253886
16.45,-0.018534,0.337868,0.247770
16.46,-0.008555,0.334018,0.244947
16.47,0.001382,0.334640,0.245403
16.48,0.011061,0.339618,0.249053
16.49,0.020278,0.348743,0.255745
16.50,0.028844,0.361723,0.265263
16.51,0.036589,0.378188,0.277338
16.52,0.043373,0.397706,0.291651
16.53,0.049082,0.419792,0.307848
16.54,0.053633,0.443927,0.325547
16.55,0.056979,0.469568,0.344350
16.56,0.059104,0.496165,0.363854
16.57,0.060027,0.523177,0.383663
16.58,0.059797,0.550086,0.403396
16.59,0.058489,0.576406,0.422698
16.60,0.056206,0.601698,0.441246
16.61,0.053067,0.625579,0.458758
16.62,0.049210,0.647723,0.474997
16.63,0.044777,0.667873,0.489773
16.64,0.039919,0.685837,0.502947
16.65,0.034783,0.701489,0.514425
16.66,0.029509,0.714768,0.524163
16.67,0.024226,0.725670,0.532158
16.68,0.019047,0.734241,0.538443
16.69,0.014066,0.740571,0.543085
16.70,0.009355,0.744780,0.546172
16.71,0.004964,0.747014,0.547810
16.72,0.000920,0.747428,0.548114
16.73,-0.002774,0.746180,0.547199
16.74,-0.006137,0.743419,0.545174
16.75,-0.009204,0.739277,0.542136
16.76,-0.012030,0.733863,0.538166
16.77,-0.014677,0.727259,0.533323
16.78,-0.017217,0.719511,0.527641
16.79,-0.019726,0.710634,0.521132
16.80,-0.022275,0.700610,0.513781
16.81,-0.024931,0.689391,0.505554
16.82,-0.027748,0.676905,0.496397
16.83,-0.030767,0.663060,0.486244
16.84,-0.034009,0.647756,0.475021
16.85,-0.037478,0.630890,0.462653
16.86,-0.041154,0.612371,0.449072
16.87,-0.044993,0.592124,0.434225
16.88,-0.048933,0.570105,0.418077
16.89,-0.052889,0.546305,0.400623
16.90,-0.056759,0.520763,0.381893
16.91,-0.060426,0.493572,0.361953
16.92,-0.063763,0.464878,0.340911
16.93,-0.066638,0.434891,0.318920
16.94,-0.068916,0.403879,0.296178
16.95,-0.070468,0.372169,0.272924
16.96,-0.071175,0.340140,0.249436
16.97,-0.070934,0.308219,0.226028
16.98,-0.069659,0.276873,0.203040
16.99,-0.067292,0.246592,0.180834
17.00,-0.063799,0.217882,0.159780
17.01,-0.059179,0.191252,0.140251
17.02,-0.053461,0.167194,0.122609
17.03,-0.046707,0.146176,0.107196
17.04,-0.039012,0.128621,0.094322
17.05,-0.030498,0.114897,0.084258
17.06,-0.021316,0.105304,0.077223
17.07,-0.011641,0.100066,0.073382
17.08,-0.001664,0.099317,0.072833
17.09,0.008407,0.103100,0.075607
17.10,0.018359,0.111362,0.081665
17.11,0.027978,0.123952,0.090898
17.12,0.037055,0.140627,0.103126
17.13,0.045390,0.161052,0.118105
17.14,0.052802,0.184813,0.135530
17.15,0.059135,0.211424,0.155044
17.16,0.064255,0.240338,0.176248
17.17,0.068063,0.270967,0.198709
17.18,0.070493,0.302689,0.221972
17.19,0.071515,0.334870,0.245572
17.20,0.071133,0.366880,0.269045
17.21,0.069388,0.398105,0.291943
17.22,0.066355,0.427965,0.313841
17.23,0.062140,0.455927,0.334347
17.24,0.056873,0.481520,0.353115
17.25,0.050711,0.504340,0.369850
17.26,0.043825,0.524062,0.384312
17.27,0.036398,0.540441,0.396323
17.28,0.028620,0.553320,0.405768
17.29,0.020677,0.562625,0.412591
17.30,0.012753,0.568363,0.416800
17.31,0.005016,0.570621,0.418455
17.32,-0.002379,0.569550,0.417670
17.33,-0.009301,0.565365,0.414601
17.34,-0.015640,0.558327,0.409440
17.35,-0.021315,0.548735,0.402406
17.36,-0.026271,0.536913,0.393736
17.37,-0.030481,0.523197,0.383678
17.38,-0.033945,0.507922,0.372476
17.39,-0.036687,0.491412,0.360369
17.40,-0.038755,0.473973,0.347580
17.41,-0.040213,0.455877,0.334310
17.42,-0.041141,0.437364,0.320733
17.43,-0.041628,0.418631,0.306996
17.44,-0.041769,0.399835,0.293212
17.45,-0.041656,0.381090,0.279466
17.46,-0.041379,0.362469,0.265811
17.47,-0.041017,0.344011,0.252275
17.48,-0.040637,0.325725,0.238865
17.49,-0.040288,0.307595,0.225570
17.50,-0.040000,0.289595,0.212370
17.51,-0.039785,0.271692,0.199241
17.52,-0.039632,0.253858,0.186162
17.53,-0.039511,0.236078,0.173124
17.54,-0.039372,0.218360,0.160131
17.55,-0.039150,0.200743,0.147211
17.56,-0.038764,0.183299,0.134419
17.57,-0.038128,0.166141,0.121837
17.58,-0.037147,0.149425,0.109579
17.59,-0.035727,0.133348,0.097789
17.60,-0.033781,0.118147,0.086641
17.61,-0.031228,0.104094,0.076336
17.62,-0.028004,0.091492,0.067094
17.63,-0.024062,0.080665,0.059154
17.64,-0.019378,0.071945,0.052759
17.65,-0.013952,0.065666,0.048155
17.66,-0.007813,0.062150,0.045577
17.67,-0.001013,0.061694,0.045243
17.68,0.006363,0.064558,0.047342
17.69,0.014208,0.070951,0.052031
17.70,0.022388,0.081026,0.059419
17.71,0.030750,0.094863,0.069566
17.72,0.039123,0.112469,0.082477
17.73,0.047326,0.133765,0.098095
17.74,0.055171,0.158592,0.116301
17.75,0.062467,0.186702,0.136915
17.76,0.069032,0.217767,0.159696
17.77,0.074693,0.251379,0.184344
17.78,0.079296,0.287062,0.210512
17.79,0.082708,0.324281,0.237806
17.80,0.084824,0.362451,0.265798
17.81,0.085568,0.400957,0.294035
17.82,0.084899,0.439162,0.322052
17.83,0.082813,0.476428,0.349380
17.84,0.079340,0.512130,0.375562
17.85,0.074545,0.545676,0.400162
17.86,0.068528,0.576513,0.422776
17.87,0.061421,0.604153,0.443045
17.88,0.053382,0.628175,0.460661
17.89,0.044590,0.648240,0.475376
17.90,0.035246,0.664101,0.487007
17.91,0.025557,0.675602,0.495441
17.92,0.015739,0.682684,0.500635
17.93,0.006005,0.685387,0.502617
17.94,-0.003439,0.683839,0.501482
17.95,-0.012401,0.678258,0.497389
17.96,-0.020707,0.668940,0.490556
17.97,-0.028206,0.656247,0.481248
17.98,-0.034774,0.640599,0.469773
17.99,-0.040319,0.622456,0.456467
