time_s,acc_x_g,disp_top_mm,disp_mid_mm
14.31,0.058577,0.576616,0.422852
14.32,0.052485,0.606545,0.444799
14.33,0.045356,0.634857,0.465562
14.34,0.037358,0.660980,0.484719
14.35,0.028676,0.684386,0.501883
14.36,0.019510,0.704612,0.516715
14.37,0.010067,0.721273,0.528933
14.38,0.000556,0.734060,0.538311
14.39,-0.008821,0.742761,0.544691
14.40,-0.017871,0.747251,0.547983
14.41,-0.026417,0.747498,0.548166
14.42,-0.034304,0.743565,0.545281
14.43,-0.041404,0.735596,0.539437
14.44,-0.047612,0.723815,0.530797
14.45,-0.052858,0.708516,0.519579
14.46,-0.057099,0.690053,0.506038
14.47,-0.060326,0.668820,0.490468
14.48,-0.062556,0.645248,0.473182
14.49,-0.063835,0.619785,0.454509
14.50,-0.064232,0.592883,0.434780
14.51,-0.063836,0.564986,0.414323
14.52,-0.062751,0.536519,0.393447
14.53,-0.061091,0.507875,0.372442
14.54,-0.058976,0.479407,0.351565
14.55,-0.056524,0.451423,0.331044
14.56,-0.053849,0.424180,0.311065
14.57,-0.051054,0.397880,0.291778
14.58,-0.048231,0.372672,0.273293
14.59,-0.045453,0.348659,0.255683
14.60,-0.042772,0.325890,0.238987
14.61,-0.040223,0.304382,0.223214
14.62,-0.037815,0.284112,0.208349
14.63,-0.035539,0.265038,0.194361
14.64,-0.033366,0.247101,0.181207
14.65,-0.031249,0.230237,0.168841
14.66,-0.029128,0.214389,0.157218
14.67,-0.026932,0.199509,0.146306
14.68,-0.024585,0.185574,0.136087
14.69,-0.022008,0.172584,0.126562
14.70,-0.019128,0.160573,0.117754
14.71,-0.015879,0.149609,0.109714
14.72,-0.012207,0.139794,0.102516
14.73,-0.008076,0.131264,0.096261
14.74,-0.003469,0.124183,0.091068
14.75,0.001608,0.118739,0.087075
14.76,0.007125,0.115137,0.084434
14.77,0.013028,0.113590,0.083299
14.78,0.019238,0.114307,0.083826
14.79,0.025653,0.117485,0.086156
14.80,0.032151,0.123295,0.090416
14.81,0.038592,0.131874,0.096708
14.82,0.044825,0.143314,0.105098
14.83,0.050687,0.157652,0.115611
14.84,0.056017,0.174862,0.128232
14.85,0.060652,0.194852,0.142891
14.86,0.064441,0.217456,0.159468
14.87,0.067246,0.242436,0.177786
14.88,0.068947,0.269485,0.197621
14.89,0.069450,0.298222,0.218696
14.90,0.068687,0.328210,0.240687
14.91,0.066623,0.358957,0.263235
14.92,0.063256,0.389928,0.285947
14.93,0.058619,0.420560,0.308410
14.94,0.052777,0.450270,0.330198
14.95,0.045831,0.478479,0.350884
14.96,0.037912,0.504620,0.370054
14.97,0.029179,0.528155,0.387315
14.98,0.019814,0.548594,0.402302
14.99,0.010016,0.565500,0.414701
15.00,0.000000,0.578513,0.424243
15.01,-0.010016,0.587349,0.430722
15.02,-0.019814,0.591815,0.433999
15.03,-0.029179,0.591815,0.433999
15.04,-0.037912,0.587349,0.430722
15.05,-0.045831,0.578513,0.424243
15.06,-0.052777,0.565500,0.414701
15.07,-0.058619,0.548594,0.402302
15.08,-0.063256,0.528155,0.387315
15.09,-0.066623,0.504620,0.370054
15.10,-0.068687,0.478479,0.350884
15.11,-0.069450,0.450270,0.330198
15.12,-0.068947,0.420560,0.308410
15.13,-0.067246,0.389928,0.285947
15.14,-0.064441,0.358957,0.263235
15.15,-0.060652,0.328210,0.240687
15.16,-0.056017,0.298222,0.218696
15.17,-0.050687,0.269485,0.197621
15.18,-0.044825,0.242436,0.177786
15.19,-0.038592,0.217456,0.159468
15.20,-0.032151,0.194852,0.142891
15.21,-0.025653,0.174862,0.128232
15.22,-0.019238,0.157652,0.115611
15.23,-0.013028,0.143314,0.105098
15.24,-0.007125,0.131874,0.096708
15.25,-0.001608,0.123295,0.090416
15.26,0.003469,0.117485,0.086156
15.27,0.008076,0.114307,0.083826
15.28,0.012207,0.113590,0.083299
15.29,0.015879,0.115137,0.084434
15.30,0.019128,0.118739,0.087075
15.31,0.022008,0.124183,0.091068
15.32,0.024585,0.131264,0.096261
15.33,0.026932,0.139794,0.102516
15.34,0.029128,0.149609,0.109714
15.35,0.031249,0.160573,0.117754
15.36,0.033366,0.172584,0.126562
15.37,0.035539,0.185574,0.136087
15.38,0.037815,0.199509,0.146306
15.39,0.040223,0.214389,0.157218
15.40,0.042772,0.230237,0.168841
15.41,0.045453,0.247101,0.181207
15.42,0.048231,0.265038,0.194361
15.43,0.051054,0.284112,0.208349
15.44,0.053849,0.304382,0.223214
15.45,0.056524,0.325890,0.238987
15.46,0.058976,0.348659,0.255683
15.47,0.061091,0.372672,0.273293
15.48,0.062751,0.397880,0.291778
15.49,0.063836,0.424180,0.311065
15.50,0.064232,0.451423,0.331044
15.51,0.063835,0.479407,0.351565
15.52,0.062556,0.507875,0.372442
15.53,0.060326,0.536519,0.393447
15.54,0.057099,0.564986,0.414323
15.55,0.052858,0.592883,0.434780
15.56,0.047612,0.619785,0.454509
15.57,0.041404,0.645248,0.473182
15.58,0.034304,0.668820,0.490468
15.59,0.026417,0.690053,0.506038
15.60,0.017871,0.708516,0.519579
15.61,0.008821,0.723815,0.530797
15.62,-0.000556,0.735596,0.539437
15.63,-0.010067,0.743565,0.545281
15.64,-0.019510,0.747498,0.548166
15.65,-0.028676,0.747251,0.547983
15.66,-0.037358,0.742761,0.544691
15.67,-0.045356,0.734060,0.538311
15.68,-0.052485,0.721273,0.528933
15.69,-0.058577,0.704612,0.516715
15.70,-0.063490,0.684386,0.501883
15.71,-0.067110,0.660980,0.484719
15.72,-0.069357,0.634857,0.465562
15.73,-0.070184,0.606545,0.444799
15.74,-0.069580,0.576616,0.422852
15.75,-0.067571,0.545686,0.400170
15.76,-0.064219,0.514388,0.377218
15.77,-0.059618,0.483359,0.354464
15.78,-0.053892,0.453226,0.332366
15.79,-0.047192,0.424588,0.311364
15.80,-0.039689,0.398001,0.291867
15.81,-0.031570,0.373968,0.274243
15.82,-0.023032,0.352923,0.258810
15.83,-0.014274,0.335224,0.245830
15.84,-0.005493,0.321144,0.235506
15.85,0.003121,0.310874,0.227974
15.86,0.011394,0.304509,0.223306
15.87,0.019171,0.302059,0.221509
15.88,0.026317,0.303450,0.222530
15.89,0.032726,0.308532,0.226256
15.90,0.038320,0.317081,0.232526
15.91,0.043047,0.328817,0.241132
15.92,0.046889,0.343411,0.251835
15.93,0.049852,0.360500,0.264367
15.94,0.051970,0.379697,0.278444
15.95,0.053299,0.400607,0.293779
15.96,0.053915,0.422839,0.310082
15.97,0.053910,0.446014,0.327078
15.98,0.053382,0.469783,0.344507
15.99,0.052439,0.493826,0.362139
16.00,0.051186,0.517868,0.379770
16.01,0.049722,0.541674,0.397227
16.02,0.048141,0.565058,0.414377
16.03,0.046520,0.587885,0.431116
16.04,0.044919,0.610059,0.447376
16.05,0.043382,0.631528,0.463120
16.06,0.041931,0.652272,0.478333
16.07,0.040566,0.672304,0.493023
16.08,0.039269,0.691651,0.507211
16.09,0.037999,0.710350,0.520923
16.10,0.036703,0.728440,0.534190
16.11,0.035311,0.745952,0.547032
16.12,0.033745,0.762898,0.559458
16.13,0.031922,0.779266,0.571461
16.14,0.029756,0.795013,0.583009
16.15,0.027169,0.810061,0.594045
16.16,0.024089,0.824297,0.604484
16.17,0.020459,0.837566,0.614216
16.18,0.016239,0.849682,0.623100
16.19,0.011411,0.860425,0.630979
16.20,0.005978,0.869549,0.637670
16.21,-0.000029,0.876791,0.642981
16.22,-0.006553,0.881880,0.646712
16.23,-0.013511,0.884546,0.648667
16.24,-0.020798,0.884533,0.648657
16.25,-0.028284,0.881610,0.646515
16.26,-0.035822,0.875585,0.642096
16.27,-0.043247,0.866310,0.635294
16.28,-0.050390,0.853697,0.626044
16.29,-0.057071,0.837722,0.614330
16.30,-0.063116,0.818436,0.600186
16.31,-0.068356,0.795964,0.583707
16.32,-0.072635,0.770513,0.565043
16.33,-0.075817,0.742367,0.544403
16.34,-0.077787,0.711884,0.522048
16.35,-0.078460,0.679492,0.498295
16.36,-0.077780,0.645681,0.473500
16.37,-0.075726,0.610992,0.448061
16.38,-0.072313,0.576003,0.422403
16.39,-0.067590,0.541318,0.396966
16.40,-0.061641,0.507548,0.372202
16.41,-0.054583,0.475299,0.348554
16.42,-0.046562,0.445158,0.326449
16.43,-0.037749,0.417670,0.306291
16.44,-0.028338,0.393328,0.288440
16.45,-0.018534,0.372564,0.273214
16.46,-0.008555,0.355730,0.260869
16.47,0.001382,0.343093,0.251601
16.48,0.011061,0.334827,0.245540
16.49,0.020278,0.331012,0.242742
16.50,0.028844,0.331628,0.243194
16.51,0.036589,0.336561,0.246812
16.52,0.043373,0.345604,0.253443
16.53,0.049082,0.358467,0.262876
16.54,0.053633,0.374784,0.274842
16.55,0.056979,0.394127,0.289026
16.56,0.059104,0.416014,0.305077
16.57,0.060027,0.439932,0.322617
16.58,0.059797,0.465342,0.341251
16.59,0.058489,0.491700,0.360579
16.60,0.056206,0.518468,0.380210
16.61,0.053067,0.545135,0.399765
16.62,0.049210,0.571218,0.418894
16.63,0.044777,0.596283,0.437275
16.64,0.039919,0.619949,0.454629
16.65,0.034783,0.641893,0.470722
16.66,0.029509,0.661862,0.485365
16.67,0.024226,0.679664,0.498420
16.68,0.019047,0.695176,0.509795
16.69,0.014066,0.708335,0.519446
16.70,0.009355,0.719139,0.527369
16.71,0.004964,0.727633,0.533597
16.72,0.000920,0.733906,0.538197
16.73,-0.002774,0.738077,0.541256
16.74,-0.006137,0.740291,0.542880
16.75,-0.009204,0.740701,0.543181
16.76,-0.012030,0.739464,0.542274
16.77,-0.014677,0.736728,0.540267
16.78,-0.017217,0.732624,0.537257
16.79,-0.019726,0.727258,0.533323
16.80,-0.022275,0.720714,0.528523
16.81,-0.024931,0.713035,0.522892
16.82,-0.027748,0.704238,0.516442
16.83,-0.030767,0.694305,0.509157
16.84,-0.034009,0.683186,0.501004
16.85,-0.037478,0.670813,0.491929
16.86,-0.041154,0.657092,0.481868
16.87,-0.044993,0.641926,0.470746
16.88,-0.048933,0.625212,0.458489
16.89,-0.052889,0.606860,0.445030
16.90,-0.056759,0.586795,0.430317
16.91,-0.060426,0.564974,0.414314
16.92,-0.063763,0.541388,0.397017
16.93,-0.066638,0.516076,0.378456
16.94,-0.068916,0.489130,0.358695
16.95,-0.070468,0.460694,0.337843
16.96,-0.071175,0.430977,0.316050
16.97,-0.070934,0.400244,0.293512
16.98,-0.069659,0.368819,0.270468
16.99,-0.067292,0.337079,0.247191
17.00,-0.063799,0.305445,0.223994
17.01,-0.059179,0.274381,0.201213
17.02,-0.053461,0.244373,0.179206
17.03,-0.046707,0.215921,0.158342
17.04,-0.039012,0.189531,0.138989
17.05,-0.030498,0.165689,0.121506
17.06,-0.021316,0.144860,0.106231
17.07,-0.011641,0.127463,0.093473
17.08,-0.001664,0.113863,0.083500
17.09,0.008407,0.104356,0.076528
17.10,0.018359,0.099165,0.072722
17.11,0.027978,0.098423,0.072178
17.12,0.037055,0.102172,0.074927
17.13,0.045390,0.110360,0.080930
17.14,0.052802,0.122836,0.090080
17.15,0.059135,0.139361,0.102198
17.16,0.064255,0.159603,0.117042
17.17,0.068063,0.183150,0.134310
17.18,0.070493,0.209521,0.153649
17.19,0.071515,0.238175,0.174662
17.20,0.071133,0.268528,0.196921
17.21,0.069388,0.299965,0.219974
17.22,0.066355,0.331856,0.243362
17.23,0.062140,0.363578,0.266624
17.24,0.056873,0.394522,0.289316
17.25,0.050711,0.424113,0.311016
17.26,0.043825,0.451824,0.331338
17.27,0.036398,0.477186,0.349937
17.28,0.028620,0.499801,0.366521
17.29,0.020677,0.519345,0.380853
17.30,0.012753,0.535577,0.392756
17.31,0.005016,0.548340,0.402116
17.32,-0.002379,0.557561,0.408878
17.33,-0.009301,0.563248,0.413049
17.34,-0.015640,0.565485,0.414689
17.35,-0.021315,0.564424,0.413911
17.36,-0.026271,0.560277,0.410870
17.37,-0.030481,0.553302,0.405755
17.38,-0.033945,0.543796,0.398784
17.39,-0.036687,0.532081,0.390192
17.40,-0.038755,0.518488,0.380225
17.41,-0.040213,0.503351,0.369124
17.42,-0.041141,0.486989,0.357126
17.43,-0.041628,0.469707,0.344452
17.44,-0.041769,0.451774,0.331301
17.45,-0.041656,0.433428,0.317846
17.46,-0.041379,0.414863,0.304233
17.47,-0.041017,0.396236,0.290573
17.48,-0.040637,0.377660,0.276951
17.49,-0.040288,0.359207,0.263419
17.50,-0.040000,0.340915,0.250005
17.51,-0.039785,0.322793,0.236715
17.52,-0.039632,0.304827,0.223540
17.53,-0.039511,0.286989,0.210459
17.54,-0.039372,0.269247,0.197448
17.55,-0.039150,0.251573,0.184487
17.56,-0.038764,0.233953,0.171566
17.57,-0.038128,0.216395,0.158690
17.58,-0.037147,0.198936,0.145886
17.59,-0.035727,0.181649,0.133209
17.60,-0.033781,0.164646,0.120740
17.61,-0.031228,0.148080,0.108593
17.62,-0.028004,0.132148,0.096909
17.63,-0.024062,0.117084,0.085861
17.64,-0.019378,0.103157,0.075649
17.65,-0.013952,0.090669,0.066490
17.66,-0.007813,0.079939,0.058622
17.67,-0.001013,0.071297,0.052284
17.68,0.006363,0.065075,0.047722
17.69,0.014208,0.061591,0.045167
17.70,0.022388,0.061139,0.044836
17.71,0.030750,0.063977,0.046916
17.72,0.039123,0.070312,0.051563
17.73,0.047326,0.080297,0.058884
17.74,0.055171,0.094009,0.068940
17.75,0.062467,0.111457,0.081735
17.76,0.069032,0.132561,0.097212
17.77,0.074693,0.157165,0.115254
17.78,0.079296,0.185022,0.135683
17.79,0.082708,0.215807,0.158259
17.80,0.084824,0.249117,0.182685
17.81,0.085568,0.284478,0.208617
17.82,0.084899,0.321362,0.235666
17.83,0.082813,0.359189,0.263406
17.84,0.079340,0.397348,0.291389
17.85,0.074545,0.435210,0.319154
17.86,0.068528,0.472140,0.346236
17.87,0.061421,0.507521,0.372182
17.88,0.053382,0.540765,0.396561
17.89,0.044590,0.571324,0.418971
17.90,0.035246,0.598716,0.439058
17.91,0.025557,0.622521,0.456515
17.92,0.015739,0.642406,0.471098
17.93,0.006005,0.658124,0.482624
17.94,-0.003439,0.669522,0.490982
17.95,-0.012401,0.676540,0.496129
17.96,-0.020707,0.679219,0.498093
17.97,-0.028206,0.677684,0.496969
17.98,-0.034774,0.672154,0.492912
17.99,-0.040319,0.662920,0.486141
