time_s,across_wind_force_kN,along_wind_force_kN
14863.0,22.219654,19.435553
14864.0,45.934591,-15.389368
14865.0,45.712718,-35.581588
14866.0,15.151478,-26.054753
14867.0,-36.852428,-13.925903
14868.0,-30.411091,-6.766918
14869.0,-14.315051,15.042689
14870.0,-40.414668,39.400219
14871.0,-37.049781,32.253432
14872.0,-6.099087,2.586939
14873.0,36.135654,-13.994402
14874.0,52.470068,-18.958859
14875.0,17.026095,-30.181552
14876.0,18.748125,-29.850306
14877.0,32.383927,-0.000000
14878.0,-4.157570,29.847746
14879.0,-39.593004,30.176376
14880.0,-55.984193,18.953983
14881.0,-29.808241,13.989603
14882.0,3.063441,-2.585830
14883.0,-13.848449,-32.236844
14884.0,2.489420,-39.376578
14885.0,47.546885,-15.032375
14886.0,53.066685,6.761698
14887.0,32.177787,13.913969
14888.0,-9.291725,26.030193
14889.0,-16.199199,35.545002
14890.0,-2.873150,15.372227
14891.0,-41.578654,-19.412242
14892.0,-56.714226,-30.830053
14893.0,-22.949482,-22.758901
14894.0,12.350095,-19.154036
14895.0,35.564020,-9.153854
14896.0,18.654609,20.663033
14897.0,23.259741,40.807788
14898.0,53.405104,26.323577
14899.0,20.501180,2.090580
14900.0,-25.368940,-8.009910
14901.0,-41.637784,-19.420786
14902.0,-35.004417,-36.012191
14903.0,-13.776193,-28.336480
14904.0,-30.671161,5.637702
14905.0,-24.090254,27.400599
14906.0,34.675872,24.880191
14907.0,51.781066,22.178042
14908.0,36.657219,18.665122
14909.0,14.615441,-6.616046
14910.0,4.427081,-36.207635
14911.0,14.139645,-34.595833
14912.0,-27.250576,-11.743437
14913.0,-64.696487,1.509513
14914.0,-35.698032,11.491813
14915.0,-7.346102,31.604799
14916.0,8.950441,36.926897
14917.0,8.682164,9.465048
14918.0,17.985942,-19.858636
14919.0,60.673955,-24.805037
14920.0,44.326088,-23.195475
14921.0,-7.588513,-24.976538
14922.0,-20.539135,-7.670370
14923.0,-23.537676,26.237542
14924.0,-21.818759,38.312954
14925.0,-40.534088,21.023503
14926.0,-47.711172,5.337823
14927.0,10.929045,-3.295610
14928.0,41.740275,-23.394352
14929.0,28.507294,-39.938131
14930.0,25.966325,-23.565320
14931.0,25.407610,8.872293
14932.0,31.812130,22.094155
14933.0,-3.357174,22.419689
14934.0,-57.179825,27.730776
14935.0,-40.828676,20.066603
14936.0,-17.242432,-12.454244
14937.0,-17.553039,-36.584827
14938.0,-10.959401,-28.548201
14939.0,5.188431,-12.196016
14940.0,52.459550,-4.350763
14941.0,58.415240,12.911027
14942.0,9.376400,37.112427
14943.0,0.034623,34.418582
14944.0,0.318756,4.214853
14945.0,-17.247787,-16.545388
14946.0,-41.617554,-20.037646
14947.0,-60.310832,-27.129679
14948.0,-15.541012,-28.902773
14949.0,24.866801,-2.964200
14950.0,11.682989,29.383277
14951.0,20.682337,32.958527
14952.0,39.514395,18.564321
14953.0,45.796841,10.921199
14954.0,21.143627,-1.828791
14955.0,-36.084433,-29.145581
14956.0,-36.197975,-40.270644
14957.0,-15.551074,-17.551260
14958.0,-34.215002,8.347944
14959.0,-34.483791,16.166822
14960.0,-11.549974,23.780848
14961.0,32.745954,33.212506
14962.0,57.025451,17.606704
14963.0,20.672548,-17.603606
14964.0,14.089929,-33.194976
14965.0,27.590417,-23.759932
14966.0,-0.309708,-16.146919
14967.0,-34.150945,-8.334733
14968.0,-58.464563,17.517318
14969.0,-34.997736,40.178623
14970.0,5.260221,29.068751
14971.0,-7.872921,1.823329
14972.0,1.105642,-10.884747
14973.0,41.000514,-18.495849
14974.0,52.937887,-32.825415
14975.0,37.914062,-29.254312
14976.0,-8.731518,2.950152
14977.0,-22.038781,28.755682
14978.0,-4.195417,26.982121
14979.0,-35.273295,19.921655
14980.0,-53.819451,16.443830
14981.0,-28.159981,-4.187509
14982.0,9.157624,-34.183277
14983.0,40.157235,-36.845754
14984.0,22.217411,-12.813751
14985.0,18.510415,4.316466
14986.0,48.273166,12.095626
14987.0,24.030569,28.303269
14988.0,-20.019502,36.258211
14989.0,-44.134387,12.338724
14990.0,-40.018418,-19.873499
14991.0,-11.373783,-27.454282
14992.0,-24.455936,-22.188364
14993.0,-25.114979,-21.858521
14994.0,28.198382,-8.774592
14995.0,51.519219,23.297653
14996.0,42.213982,39.470656
14997.0,14.863012,23.112422
14998.0,-1.633411,3.254754
14999.0,12.587469,-5.269803
15000.0,-21.062907,-20.748333
15001.0,-61.537034,-37.798257
15002.0,-40.631464,-25.876010
15003.0,-10.265996,7.562033
15004.0,13.820560,24.615157
15005.0,12.326252,22.851874
15006.0,13.273549,24.429054
15007.0,55.303099,19.550798
15008.0,47.410643,-9.315072
15009.0,-2.471342,-36.329095
15010.0,-23.238918,-31.082307
15011.0,-28.610791,-11.297888
15012.0,-19.260122,-1.483523
15013.0,-34.103310,11.537218
15014.0,-48.277625,33.976476
15015.0,4.776367,35.547039
15016.0,41.500085,6.493077
15017.0,34.068773,-18.311830
15018.0,25.980501,-21.750691
15019.0,19.009921,-24.392287
15020.0,29.926262,-26.853935
15021.0,2.463841,-5.523306
15022.0,-53.985422,27.751859
15023.0,-45.546471,35.256970
15024.0,-19.952206,19.006912
15025.0,-12.263972,7.836494
15026.0,-7.008338,-2.044609
15027.0,0.681017,-25.735826
15028.0,47.096596,-39.882823
15029.0,61.102235,-20.187689
15030.0,14.175385,8.940180
15031.0,-2.973510,18.700468
15032.0,-5.104996,22.212294
15033.0,-14.728150,30.079210
15034.0,-35.089129,18.932935
15035.0,-60.501902,-14.987501
15036.0,-21.183271,-34.643461
15037.0,24.836793,-25.361240
15038.0,17.459764,-13.551725
15039.0,20.727419,-6.583394
15040.0,32.805975,14.630943
15041.0,43.557379,38.311876
15042.0,26.453115,31.354420
15043.0,-33.172443,2.514185
15044.0,-40.868509,-13.597328
15045.0,-18.231546,-18.416189
15046.0,-28.569101,-29.310118
15047.0,-30.043531,-28.980997
15048.0,-15.699478,0.000000
15049.0,27.679817,28.963661
15050.0,59.564532,29.275064
15051.0,25.179463,18.383161
15052.0,10.803033,13.564823
15053.0,21.619363,-2.506674
15054.0,1.879741,-31.242061
15055.0,-27.709217,-38.151754
15056.0,-58.529230,-14.561081
15057.0,-40.139335,6.548041
15058.0,5.591144,13.470891
15059.0,-1.734308,25.194891
15060.0,1.526858,34.395652
15061.0,34.193814,14.871398
15062.0,50.428301,-18.775040
15063.0,42.755161,-29.810530
15064.0,-6.358218,-22.000729
15065.0,-26.902577,-18.511286
15066.0,-7.075702,-8.844451
15067.0,-29.547032,19.959592
15068.0,-48.868478,39.408645
15069.0,-31.865644,25.414660
15070.0,4.586445,2.017889
15071.0,42.920949,-7.729463
15072.0,26.602231,-18.736127
15073.0,15.102762,-34.733937
15074.0,41.775499,-27.323853
15075.0,25.623901,5.434878
15076.0,-13.869177,26.408250
15077.0,-44.387850,23.973157
15078.0,-44.909292,21.364209
15079.0,-10.653415,17.975735
15080.0,-17.931821,-6.370106
15081.0,-24.053753,-34.853050
15082.0,21.646058,-33.293315
15083.0,48.921078,-11.298511
15084.0,46.812887,1.451964
15085.0,16.650699,11.050971
15086.0,-6.919066,30.384917
15087.0,9.313413,35.492870
15088.0,-15.645212,9.095248
15089.0,-56.281211,-19.078082
15090.0,-43.915846,-23.824229
15091.0,-14.327577,-22.272866
15092.0,17.140895,-23.977232
15093.0,16.878345,-7.361686
15094.0,9.978665,25.175514
15095.0,48.540867,36.753209
15096.0,48.312507,20.162727
15097.0,3.221765,5.118033
15098.0,-23.930662,-3.159145
15099.0,-33.665616,-22.420215
15100.0,-18.303694,-38.265874
15101.0,-27.303653,-22.573170
15102.0,-46.531949,8.496705
15103.0,-1.164156,21.153765
15104.0,39.060602,21.460291
15105.0,38.746492,26.537743
15106.0,27.410255,19.198703
15107.0,13.198258,-11.912739
15108.0,26.163552,-34.985787
15109.0,7.239664,-27.293921
15110.0,-48.821832,-11.657405
15111.0,-48.562848,-4.157633
15112.0,-23.683140,12.334983
15113.0,-8.266890,35.448212
15114.0,-1.974048,32.867397
15115.0,-2.263339,4.023947
15116.0,40.480117,-15.792267
15117.0,61.482295,-19.121065
15118.0,19.350097,-25.882609
15119.0,-4.187143,-27.567736
15120.0,-10.730030,-2.826620
15121.0,-13.862431,28.012940
15122.0,-28.227863,31.414124
15123.0,-58.288357,17.690295
15124.0,-26.322894,10.404600
15125.0,22.804994,-1.741881
15126.0,22.507170,-27.754052
15127.0,22.236682,-38.339092
15128.0,26.580581,-16.705570
15129.0,39.340550,7.943876
15130.0,30.461061,15.380756
15131.0,-28.544847,22.619377
15132.0,-43.888064,31.583148
15133.0,-21.934371,16.739115
15134.0,-24.076045,-16.732348
15135.0,-24.327010,-31.544861
15136.0,-18.117235,-22.573695
15137.0,21.600512,-15.337286
15138.0,59.837403,-7.915022
15139.0,29.933917,16.631438
15140.0,9.177338,38.138112
15141.0,15.218051,27.586249
15142.0,2.253222,1.729950
15143.0,-21.051806,-10.324986
15144.0,-56.248018,-17.540749
15145.0,-44.582609,-31.123397
15146.0,4.127721,-27.731271
15147.0,3.839650,2.795938
15148.0,3.587037,27.246478
15149.0,27.897250,25.560332
15150.0,45.920471,18.867733
15151.0,46.137770,15.570458
15152.0,-2.558990,-3.964227
15153.0,-30.251021,-32.353474
15154.0,-11.066057,-34.865780
15155.0,-24.992193,-12.122526
15156.0,-42.512042,4.082726
15157.0,-33.692704,11.438147
15158.0,-0.743948,26.758973
15159.0,43.599670,34.272434
15160.0,31.207430,11.660436
15161.0,13.322519,-18.776950
15162.0,34.706414,-25.933861
15163.0,25.194542,-20.955063
15164.0,-7.670028,-20.639124
15165.0,-42.464712,-8.283320
15166.0,-49.056973,21.988566
15167.0,-11.566724,37.244877
15168.0,-11.853674,21.804459
15169.0,-21.144430,3.069912
15170.0,15.754712,-4.969472
15171.0,44.387691,-19.561737
15172.0,49.925731,-35.629073
15173.0,19.637894,-24.385903
15174.0,-10.864557,7.125070
15175.0,4.808409,23.187951
15176.0,-11.546240,21.522417
15177.0,-49.612114,23.003057
15178.0,-45.232141,18.405741
15179.0,-18.957628,-8.767690
15180.0,18.619357,-34.187230
15181.0,21.722139,-29.243758
15182.0,8.361112,-10.627425
15183.0,41.202938,-1.395199
15184.0,47.024610,10.848114
15185.0,8.787264,31.940596
15186.0,-22.653810,33.410263
15187.0,-38.074633,6.101534
15188.0,-18.910512,-17.204121
15189.0,-20.905885,-20.430843
15190.0,-42.787233,-22.907542
15191.0,-6.225620,-25.214298
15192.0,34.817358,-5.185030
15193.0,42.017960,26.047001
15194.0,29.941197,33.084482
15195.0,8.572960,17.832198
15196.0,21.065743,7.350710
15197.0,10.496662,-1.917487
15198.0,-42.366229,-24.130970
15199.0,-49.599313,-37.388455
15200.0,-27.892674,-18.921408
15201.0,-5.901738,8.377773
15202.0,3.484155,17.520661
15203.0,-3.432800,20.806901
15204.0,33.407645,28.170635
15205.0,59.611661,17.728200
15206.0,24.252290,-14.031131
15207.0,-3.610265,-32.426622
15208.0,-15.884314,-23.733850
15209.0,-14.591154,-12.679724
15210.0,-21.799545,-6.158613
15211.0,-54.037428,13.684325
15212.0,-30.380319,35.826370
15213.0,19.137174,29.314787
15214.0,26.281786,2.350196
15215.0,24.882026,-12.708067
15216.0,21.462625,-17.208581
15217.0,33.734588,-27.383095
15218.0,32.781004,-27.070621
15219.0,-22.830225,0.000000
15220.0,-44.993381,27.044504
15221.0,-26.120469,27.330285
15222.0,-21.106811,17.158824
15223.0,-18.054158,12.659098
15224.0,-18.655600,-2.338881
15225.0,15.249699,-29.145516
15226.0,57.924363,-35.585143
15227.0,34.334785,-13.579076
15228.0,9.234628,6.105352
15229.0,9.121408,12.557946
15230.0,0.927569,23.483241
15231.0,-14.913872,32.053293
15232.0,-52.003964,13.856220
15233.0,-47.826213,-17.490327
15234.0,1.189947,-27.765864
15235.0,8.270426,-20.488175
15236.0,6.901288,-17.235654
15237.0,22.726889,-8.233554
15238.0,40.032740,18.577776
15239.0,47.749424,36.674097
15240.0,2.114688,23.647128
15241.0,-31.805589,1.877231
15242.0,-15.602460,-7.189466
15243.0,-21.970321,-17.424254
15244.0,-35.525623,-32.296521
15245.0,-33.563355,-25.402200
15246.0,-6.168643,5.051812
15247.0,42.249204,24.542864
15248.0,35.454606,22.276113
15249.0,13.193802,19.848600
15250.0,27.852711,16.697786
15251.0,22.944959,-5.916275
15252.0,-2.102032,-32.364754
15253.0,-38.723038,-30.911399
15254.0,-52.001411,-10.488497
15255.0,-13.838797,1.347655
15256.0,-6.832596,10.255438
15257.0,-16.855530,28.193124
15258.0,11.087200,32.927437
15259.0,38.541539,8.436520
15260.0,51.280854,-17.693583
15261.0,23.349825,-22.091875
15262.0,-13.150907,-20.650128
15263.0,-0.318441,-22.226903
15264.0,-9.069900,-6.823242
15265.0,-42.329053,23.330591
15266.0,-44.564468,34.054685
15267.0,-23.564448,18.679507
15268.0,18.249793,4.740827
15269.0,26.266562,-2.925875
15270.0,8.418374,-20.761634
15271.0,34.089831,-35.429846
15272.0,43.839402,-20.897116
15273.0,13.617458,7.864676
15274.0,-19.713505,19.577392
15275.0,-41.367470,19.858204
15276.0,-20.828982,24.553073
15277.0,-15.536044,17.760354
15278.0,-37.593233,-11.018679
15279.0,-9.938319,-32.355500
15280.0,29.366281,-25.238368
15281.0,43.612222,-10.777956
15282.0,33.143091,-3.843441
15283.0,5.501375,11.401252
15284.0,15.293223,32.760351
15285.0,12.024364,30.371070
15286.0,-35.391439,3.717817
15287.0,-48.679778,-14.588864
15288.0,-32.037100,-17.661626
15289.0,-5.245432,-23.903893
15290.0,8.728214,-25.456810
15291.0,-2.882432,-2.609835
15292.0,26.642647,25.861116
15293.0,55.846037,28.997256
15294.0,28.349921,16.327164
15295.0,-1.489065,9.601634
15296.0,-20.042288,-1.607247
15297.0,-16.647017,-25.605625
15298.0,-16.417816,-35.366816
15299.0,-48.348172,-15.408521
15300.0,-32.995395,7.326187
15301.0,14.374871,14.183044
15302.0,28.481030,20.855423
15303.0,28.225448,29.116606
15304.0,17.850560,15.429972
15305.0,27.442159,-15.421877
15306.0,33.304391,-29.070803
15307.0,-16.724523,-20.800774
15308.0,-44.214942,-14.131041
15309.0,-30.257871,-7.291668
15310.0,-19.783342,15.319837
15311.0,-11.927946,35.126384
15312.0,-17.438473,25.404882
15313.0,9.310409,1.592974
15314.0,54.192820,-9.506392
15315.0,37.911046,-16.148262
15316.0,10.771821,-28.649460
15317.0,3.928260,-25.524155
15318.0,-1.770835,2.573130
15319.0,-9.866417,25.072489
15320.0,-46.396260,23.518352
15321.0,-49.601763,17.358565
15322.0,-2.750645,14.323514
15323.0,11.209328,-3.646373
15324.0,10.973041,-29.756264
15325.0,19.071403,-32.063587
15326.0,33.487806,-11.147089
15327.0,47.561574,3.753830
15328.0,7.072813,10.515658
15329.0,-31.567076,24.598409
15330.0,-20.130575,31.502115
15331.0,-20.597550,10.716850
15332.0,-28.666888,-17.255811
15333.0,-31.672853,-23.830650
15334.0,-11.104799,-19.253799
15335.0,39.191029,-18.961727
15336.0,38.901664,-7.609404
15337.0,14.526482,20.197754
15338.0,21.868849,34.208426
15339.0,19.290110,20.025005
15340.0,2.332733,2.819125
15341.0,-33.714632,-4.563103
15342.0,-53.517740,-17.960543
15343.0,-17.063204,-32.709881
15344.0,-3.257464,-22.385979
15345.0,-11.769733,6.540178
15346.0,7.970846,21.282686
15347.0,32.094057,19.752366
15348.0,50.886842,21.109506
15349.0,27.295951,16.889261
15350.0,-13.722049,-8.044662
15351.0,-5.468770,-31.365500
15352.0,-8.271362,-26.827955
15353.0,-35.204674,-9.748750
15354.0,-42.166368,-1.279746
15355.0,-27.655794,9.949687
15356.0,16.267547,29.293141
15357.0,30.056612,30.638746
15358.0,9.939546,5.594983
15359.0,27.864844,-15.774704
15360.0,39.260383,-18.732013
15361.0,17.294934,-21.001318
15362.0,-15.585042,-23.114539
15363.0,-43.302005,-4.752918
15364.0,-23.689666,23.874701
15365.0,-11.600907,30.323278
15366.0,-31.611167,16.342884
15367.0,-12.078105,6.736364
15368.0,23.373468,-1.757120
15369.0,43.527958,-22.111449
15370.0,36.583450,-34.257343
15371.0,4.102214,-17.335795
15372.0,9.492803,7.675267
15373.0,11.865404,16.050570
15374.0,-28.627840,19.059997
15375.0,-46.088264,25.804057
15376.0,-35.681950,16.237993
15377.0,-6.154036,-12.851007
15378.0,13.252844,-29.697742
15379.0,-0.871557,-21.735397
15380.0,20.800268,-11.611473
15381.0,50.743079,-5.639479
15382.0,31.309699,12.530213
15383.0,1.780457,32.803284
15384.0,-22.895970,26.839916
15385.0,-19.652699,2.151685
15386.0,-12.476210,-11.634160
15387.0,-41.920948,-15.753674
15388.0,-34.059956,-25.066922
15389.0,9.110406,-24.779860
15390.0,29.058716,0.000000
15391.0,31.832342,24.753994
15392.0,15.903661,25.014620
15393.0,21.146049,15.704395
15394.0,32.175922,11.585663
15395.0,-10.862796,-2.140480
15396.0,-41.829421,-26.672274
15397.0,-33.927646,-32.564378
15398.0,-20.020624,-12.425976
15399.0,-6.520817,5.586730
15400.0,-14.788722,11.490866
15401.0,4.304877,21.487199
15402.0,49.195926,29.328004
15403.0,40.393617,12.677778
15404.0,13.451315,-16.002408
15405.0,0.028684,-25.403179
15406.0,-5.410557,-18.744337
15407.0,-6.257807,-15.768304
15408.0,-40.109423,-7.532435
15409.0,-49.892278,16.995468
15410.0,-7.188838,33.549855
15411.0,12.551926,21.632260
15412.0,15.311399,1.717252
15413.0,17.084996,-6.576671
15414.0,26.978766,-15.938863
15415.0,45.792562,-29.542896
15416.0,11.802195,-23.236103
15417.0,-29.766405,4.620982
15418.0,-24.210070,22.449563
15419.0,-20.791055,20.375962
15420.0,-22.561300,18.155371
15421.0,-28.407098,15.273239
15422.0,-15.139650,-5.411506
15423.0,34.912814,-29.603294
15424.0,41.306798,-28.273843
15425.0,17.006915,-9.593529
15426.0,17.204506,1.232660
15427.0,14.743901,9.380342
15428.0,5.356582,25.787427
15429.0,-28.058754,30.117825
15430.0,-53.625137,7.716678
15431.0,-20.812785,-16.183955
15432.0,-1.282105,-20.207088
15433.0,-6.460265,-18.888468
15434.0,6.501181,-20.330882
15435.0,25.715334,-6.241253
15436.0,48.987367,21.340817
15437.0,31.072648,31.150637
15438.0,-12.736819,17.086800
15439.0,-10.159399,4.336658
15440.0,-9.012743,-2.676475
15441.0,-28.873701,-18.992211
15442.0,-38.470126,-32.410854
15443.0,-30.913418,-19.116803
15444.0,13.056011,7.194788
15445.0,32.833245,17.910209
15446.0,12.599215,18.167492
15447.0,22.986274,22.463144
15448.0,33.879922,16.248994
15449.0,19.625598,-10.081266
15450.0,-10.795256,-29.603620
15451.0,-43.869389,-23.092430
15452.0,-27.111243,-9.861818
15453.0,-9.278719,-3.516847
15454.0,-25.484933,10.432753
15455.0,-12.648081,29.978411
15456.0,17.452079,27.792930
15457.0,41.984807,3.402334
15458.0,39.921139,-13.351361
15459.0,4.291558,-16.164059
15460.0,4.192975,-21.877846
15461.0,10.247474,-23.300037
15462.0,-22.660805,-2.388817
15463.0,-42.272892,23.671990
15464.0,-38.565998,26.543770
15465.0,-8.349316,14.946351
15466.0,16.744721,8.789998
15467.0,2.235477,-1.471452
15468.0,16.289573,-23.443311
15469.0,44.935197,-32.381746
15470.0,33.016721,-14.108683
15471.0,5.762763,6.708497
15472.0,-24.360762,12.987901
15473.0,-23.225796,19.099030
15474.0,-10.145234,26.665905
15475.0,-35.427531,14.132029
15476.0,-33.683957,-14.125405
15477.0,3.873988,-26.628427
15478.0,28.176393,-19.054313
15479.0,35.361356,-12.945350
15480.0,15.587815,-6.680253
15481.0,15.405550,14.036118
15482.0,29.713092,32.185012
15483.0,-5.730533,23.279053
15484.0,-38.262277,1.459773
15485.0,-36.881155,-8.712066
15486.0,-21.608985,-14.799964
15487.0,-2.214682,-26.259185
15488.0,-11.122598,-23.396272
15489.0,0.551032,2.358783
15490.0,43.546253,22.985566
15491.0,41.723517,21.562378
15492.0,16.904475,15.916079
15493.0,-2.404226,13.134239
15494.0,-9.562972,-3.343875
15495.0,-4.220007,-27.289864
15496.0,-33.787794,-29.408283
15497.0,-48.885310,-10.224784
15498.0,-11.686869,3.443523
15499.0,12.390927,9.647192
15500.0,19.522057,22.568783
15501.0,16.736906,28.905338
15502.0,21.069269,9.834294
15503.0,42.817757,-15.836151
15504.0,15.938602,-21.872020
15505.0,-26.769808,-17.672937
15506.0,-27.568501,-17.406441
15507.0,-22.352013,-6.985911
15508.0,-17.642664,18.544550
15509.0,-24.231149,31.411426
15510.0,-18.058251,18.389464
15511.0,29.949099,2.589126
15512.0,42.628700,-4.191235
15513.0,20.297486,-16.498507
15514.0,14.095881,-30.050251
15515.0,9.806111,-20.567888
15516.0,6.898637,6.009636
15517.0,-22.325974,19.558276
15518.0,-52.532344,18.153873
15519.0,-24.729580,19.403265
15520.0,-0.871400,15.525818
15521.0,-1.396756,-7.396040
15522.0,6.599857,-28.839769
15523.0,19.941355,-24.670377
15524.0,45.966803,-8.965744
15525.0,34.419840,-1.177094
15526.0,-10.479560,9.152647
15527.0,-14.074770,26.949703
15528.0,-11.051678,28.190988
15529.0,-23.778154,5.148608
15530.0,-33.971335,-14.517927
15531.0,-33.206496,-17.241723
15532.0,9.038322,-19.332860
15533.0,34.529927,-21.280835
15534.0,16.056022,-4.376412
15535.0,19.702862,21.986226
15536.0,28.261688,27.928288
15537.0,20.608760,15.054032
15538.0,-5.818599,6.205920
15539.0,-43.238240,-1.618971
15540.0,-30.781952,-20.375690
15541.0,-8.566315,-31.572345
15542.0,-19.745051,-15.979217
15543.0,-11.808908,7.075617
15544.0,12.080009,14.798608
15545.0,39.329478,17.575730
15546.0,42.951781,23.797929
15547.0,5.866165,14.977685
15548.0,-0.247237,-11.855262
15549.0,7.486287,-27.400573
15550.0,-17.886077,-20.057025
15551.0,-37.729791,-10.716414
15552.0,-40.603937,-5.205529
15553.0,-11.515544,11.567744
15554.0,19.078979,30.288120
15555.0,6.069046,24.785716
15556.0,13.318367,1.987307
15557.0,39.011443,-10.747007
15558.0,33.532892,-14.554631
15559.0,10.074285,-23.162622
15560.0,-24.523085,-22.900947
15561.0,-27.055938,-0.000000
15562.0,-9.423161,22.884278
15563.0,-29.417340,23.128916
15564.0,-32.113579,14.522873
15565.0,-0.935616,10.715752
15566.0,26.113521,-1.980085
15567.0,38.604359,-24.677678
15568.0,16.754670,-30.134157
15569.0,10.607973,-11.500569
15570.0,26.301087,5.171536
15571.0,-1.633863,10.638689
15572.0,-33.974984,19.897074
15573.0,-39.036268,27.162296
15574.0,-24.302445,11.743626
15575.0,0.797019,-14.825862
15576.0,-6.847942,-23.539583
15577.0,-1.819622,-17.372303
15578.0,37.803068,-14.616702
15579.0,42.001058,-6.983569
15580.0,20.812731,15.759894
15581.0,-3.366945,31.116406
15582.0,-13.879040,20.066878
15583.0,-3.725593,1.593278
15584.0,-27.949417,-6.103006
15585.0,-46.881971,-14.793661
15586.0,-15.929742,-27.425372
15587.0,10.931835,-21.574682
15588.0,23.346707,4.291385
15589.0,17.890363,20.852292
15590.0,16.150148,18.929851
15591.0,39.059791,16.870107
15592.0,19.279795,14.194759
15593.0,-22.973192,-5.030367
15594.0,-30.094587,-27.523692
15595.0,-25.050529,-26.292818
15596.0,-14.155120,-8.923121
15597.0,-19.586021,1.146749
15598.0,-19.811659,8.728323
15599.0,24.779691,23.999810
15600.0,42.970416,28.035706
15601.0,24.110395,7.184671
15602.0,12.610211,-15.071284
15603.0,4.883827,-18.821703
15604.0,7.029865,-17.597135
15605.0,-16.964182,-18.944887
15606.0,-50.543288,-5.816994
15607.0,-28.567217,19.894335
15608.0,-1.880811,29.045398
15609.0,3.095690,15.935424
15610.0,8.097760,4.045303
15611.0,15.138701,-2.497195
15612.0,42.240778,-17.723881
15613.0,37.218968,-30.252983
15614.0,-7.264144,-17.847933
15615.0,-17.059249,6.718712
15616.0,-14.127565,16.728791
15617.0,-20.173142,16.972867
15618.0,-29.126321,20.990733
15619.0,-34.547906,15.187310
15620.0,4.590298,-9.424693
15621.0,35.215466,-27.681855
15622.0,20.022156,-21.598258
15623.0,18.099791,-9.225825
15624.0,22.861166,-3.290799
15625.0,20.363733,9.764431
15626.0,-1.017491,28.064494
15627.0,-41.662994,26.024596
15628.0,-34.492161,3.186604
15629.0,-9.355815,-12.507736
15630.0,-14.767561,-15.146282
15631.0,-9.788672,-20.505156
15632.0,7.575451,-21.843311
15633.0,35.931372,-2.240002
15634.0,45.595332,22.202646
15635.0,8.589494,24.902176
15636.0,-3.629849,14.025394
15637.0,3.895582,8.250387
15638.0,-14.524216,-1.381458
15639.0,-32.904249,-22.014921
15640.0,-41.834672,-30.416234
15641.0,-15.372136,-13.255591
15642.0,20.264448,6.304429
15643.0,10.321542,12.208655
15644.0,11.945311,17.957627
15645.0,33.440855,25.078594
15646.0,33.016181,13.294164
15647.0,14.429131,-13.291303
15648.0,-23.555800,-25.062402
15649.0,-30.931681,-17.938307
15650.0,-10.212360,-12.190271
15651.0,-24.280069,-6.292226
15652.0,-29.634200,13.224240
15653.0,-5.062776,30.331236
15654.0,23.171323,21.943954
15655.0,41.469344,1.376412
15656.0,19.219809,-8.216717
15657.0,6.979024,-13.962149
15658.0,22.299727,-24.779224
15659.0,1.273546,-22.083524
15660.0,-29.373500,2.227027
15661.0,-40.421926,21.707447
15662.0,-27.880215,20.368860
15663.0,2.458269,15.039144
15664.0,-2.298343,12.413930
15665.0,-2.800830,-3.161347
15666.0,32.403788,-25.807251
15667.0,41.400432,-27.818175
15668.0,24.941698,-9.674580
15669.0,-2.949130,3.259120
15670.0,-18.114289,9.133098
15671.0,-4.665840,21.372020
15672.0,-22.957040,27.380168
15673.0,-44.196254,9.317991
15674.0,-19.723881,-15.008944
15675.0,8.406021,-20.735343
15676.0,26.645802,-16.759199
15677.0,20.376609,-16.511142
15678.0,12.453831,-6.628468
15679.0,34.895740,17.600695
15680.0,21.745124,29.821189
15681.0,-18.721090,17.463470
15682.0,-31.782405,2.459457
15683.0,-28.680809,-3.982474
15684.0,-12.201782,-15.681257
15685.0,-14.824917,-28.569985
15686.0,-20.446493,-19.560397
15687.0,19.773992,5.716926
15688.0,42.492982,18.611089
15689.0,28.233365,17.279760
15690.0,12.716001,18.474418
15691.0,0.266535,14.786941
15692.0,5.881949,-7.046142
15693.0,-12.281494,-27.483533
15694.0,-47.958017,-23.517198
15695.0,-32.178097,-8.549200
15696.0,-4.134927,-1.122742
15697.0,6.820877,8.732642
15698.0,10.808667,25.720734
15699.0,11.525340,26.913517
15700.0,38.168039,4.916784
15701.0,39.441287,-13.868432
15702.0,-3.365173,-16.475373
15703.0,-19.062732,-18.479187
15704.0,-18.014597,-20.347353
15705.0,-18.176441,-4.185721
15706.0,-24.292257,21.034683
15707.0,-35.016869,26.727794
15708.0,-0.000000,14.411377
15709.0,35.010579,5.942826
15710.0,24.283532,-1.550816
15711.0,18.166648,-19.523987
15712.0,18.001659,-30.262039
15713.0,19.045619,-15.320831
15714.0,3.361549,6.786205
15715.0,-39.391730,14.197753
15716.0,-38.113239,16.867416
15717.0,-11.506727,22.846049
15718.0,-10.789274,14.383139
15719.0,-6.807418,-11.388264
15720.0,4.126028,-26.329566
15721.0,32.103080,-19.279179
15722.0,47.837633,-10.304094
15723.0,12.248469,-5.006841
15724.0,-5.865081,11.129776
15725.0,-0.265723,29.150719
15726.0,-12.674993,23.862606
15727.0,-28.137275,1.913908
15728.0,-42.340780,-10.353418
15729.0,-19.699640,-14.026127
15730.0,20.365969,-22.328776
15731.0,14.763892,-22.083684
15732.0,12.149384,0.000000
15733.0,28.552545,22.081977
15734.0,31.634620,22.325323
15735.0,18.630714,14.022873
